gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumServices,AvgMonthlyRevenue,ContractMonths,HighValue,Cluster,PCA1,PCA2,silhouette,TSNE1,TSNE2,MonthlyBin,LTV,TotalRevenue
Female,No,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,1215.6,Yes,3,93.50769231,1,1,2,1.558226565,-1.965076482,0.152990749,6.814515,-49.99004,"(79.1, 94.25]",94.1,1215.6
Female,No,Yes,Yes,3,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7,Yes,1,30.56666667,1,0,1,-2.448471214,0.965372922,0.078687872,-4.86859,28.04415,"(25.05, 58.83]",29.7,91.7
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,No,5,109.7006944,24,1,0,5.22831713,2.001462983,0.238311679,50.200874,47.14509,"(94.25, 118.75]",2632.8,7898.45
Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,No,3,97.885,1,1,0,2.490588696,-0.341954211,0.010827327,11.244022,-24.527298,"(94.25, 118.75]",96.35,3915.4
Male,No,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,No,2,69.96428571,1,0,2,0.089419994,-0.408928923,0.127693313,3.471899,-21.031485,"(58.83, 79.1]",66.6,979.5
Male,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,90.05,No,0,45.025,1,0,2,-2.386610668,-1.205941849,0.031183188,-30.330502,-22.396984,"(25.05, 58.83]",44.5,90.05
Male,Yes,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9,7432.05,Yes,5,112.6068182,12,1,0,4.795354949,0.219790441,0.180317684,37.20602,4.7606354,"(94.25, 118.75]",1330.8,7432.05
Female,No,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105,4026.4,Yes,4,105.9578947,1,1,0,3.345312638,-1.771164314,-0.013050338,13.149067,-51.70194,"(94.25, 118.75]",105,4026.4
Male,No,No,Yes,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,Yes,0,25.3,1,0,2,-3.118473067,-1.181320111,-0.011411397,-14.490702,34.98277,"(25.05, 58.83]",25.3,25.3
Male,No,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),55.15,1193.05,Yes,2,54.22954545,12,0,2,-0.571920859,0.429510822,0.02381011,21.488096,15.211896,"(25.05, 58.83]",661.8,1193.05
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,0,20.1,1,0,1,-4.246927321,-0.434463933,0.2604907,-67.45159,-24.90244,"(18.249, 25.05]",20.1,20.1
Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.1,398.55,No,1,79.71,1,1,2,-1.087555575,-2.193438599,0.163112326,-22.945913,-2.5595646,"(79.1, 94.25]",80.1,398.55
Male,No,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,No,3,67.53275862,12,0,0,0.707838496,1.382495587,0.02188473,14.632765,-2.5056913,"(58.83, 79.1]",828.6,1958.45
Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,69.9,Yes,0,69.9,1,0,2,-1.928749017,-1.251491217,0.04799522,-17.784529,3.2276795,"(58.83, 79.1]",69.9,69.9
Female,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,63.15,No,0,21.05,1,0,1,-4.439079066,-0.044937164,0.307908482,-70.01183,-4.0545983,"(18.249, 25.05]",20.4,63.15
Male,No,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,1301.1,No,0,18.32535211,24,0,1,-2.679925446,3.942242559,0.317116605,-6.0556407,71.57973,"(18.249, 25.05]",472.8,1301.1
Male,No,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,484.05,No,1,53.78333333,1,0,2,-1.662868545,-1.399275298,0.101532046,-32.043663,-23.69228,"(25.05, 58.83]",50.1,484.05
Male,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,4528,Yes,3,105.3023256,1,1,2,2.566082151,-2.4539249,0.115090839,-19.846252,-39.828194,"(94.25, 118.75]",101.4,4528
Female,No,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,No,5,80.996875,12,1,0,3.094757119,0.698235344,0.143759008,28.890453,7.0305243,"(79.1, 94.25]",1001.4,3887.85
Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,No,2,84.95192308,1,1,2,0.854619409,-1.161362653,0.155478425,8.697082,-18.676329,"(79.1, 94.25]",86.65,2208.75
Female,No,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,238.15,No,0,26.46111111,1,0,1,-3.92068298,-0.194945037,0.254538351,-49.59492,-7.181277,"(18.249, 25.05]",20.15,238.15
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,80.8,Yes,1,80.8,1,1,2,-0.643938603,-3.124928626,0.275764699,-35.095123,-43.378464,"(79.1, 94.25]",80.8,80.8
Female,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,958.15,No,0,20.82934783,24,0,1,-2.903448213,3.57257179,0.324681053,3.663157,62.972107,"(18.249, 25.05]",465.6,958.15
Male,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.05,118.3,Yes,1,59.15,1,0,2,-1.468553374,-1.326344014,0.085885814,-26.93101,-14.552049,"(58.83, 79.1]",62.05,118.3
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,76.45,Yes,0,76.45,1,1,2,-0.887923886,-3.523261084,0.252917679,52.39366,-29.433828,"(58.83, 79.1]",76.45,76.45
Male,No,Yes,Yes,64,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45,No,5,60.08515625,24,0,0,2.426783689,3.380602086,0.170185142,14.06826,34.191135,"(58.83, 79.1]",1441.2,3845.45
Female,Yes,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,1094.5,Yes,2,91.20833333,1,1,2,1.040273799,-3.353033993,0.251802993,36.755558,-45.539158,"(79.1, 94.25]",91.3,1094.5
Male,Yes,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.75,573.75,Yes,3,95.625,1,1,2,1.572436958,-3.052910093,0.2033239,51.418015,-18.955818,"(94.25, 118.75]",95.75,573.75
Female,No,Yes,No,59,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.35,1267,No,0,21.47457627,12,0,1,-3.418705182,1.855682608,0.319405052,-61.9711,15.233587,"(18.249, 25.05]",244.2,1267
Female,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,No,3,90.49285714,12,1,2,0.787547478,-1.467186874,0.12092752,10.035187,9.69703,"(79.1, 94.25]",1128.6,633.45
Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,6129.65,No,5,85.13402778,24,1,0,4.219389089,2.364827205,0.224321527,47.927334,48.629696,"(79.1, 94.25]",2018.4,6129.65
Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.75,1218.25,No,1,76.140625,1,1,2,-0.240822604,-3.229466449,0.270863101,55.240417,-25.926615,"(58.83, 79.1]",78.75,1218.25
Male,No,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.55,1405.3,No,1,56.212,1,0,2,-0.909321473,0.135765136,0.022239869,0.54363745,-21.960161,"(25.05, 58.83]",55.55,1405.3
Female,No,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.65,2274.9,Yes,3,66.90882353,1,0,2,0.590670444,-0.098343123,0.101670736,-6.449688,-52.89453,"(58.83, 79.1]",62.65,2274.9
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,0,74.5,1,1,2,-1.111073818,-3.088242692,0.250513593,-5.577629,-66.80992,"(58.83, 79.1]",74.5,74.5
Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,Yes,4,106.885,1,1,0,2.716512909,-1.045650772,-0.02290532,11.190758,-24.701986,"(94.25, 118.75]",102.1,1068.85
Male,No,Yes,No,24,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,533.9,No,0,22.24583333,12,0,1,-3.824039207,1.355020301,0.328163612,-58.58006,26.996826,"(18.249, 25.05]",241.2,533.9
Female,No,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,70.3,676.15,No,3,67.615,12,0,2,0.544230475,0.173435552,0.058654882,15.590595,1.5098557,"(58.83, 79.1]",843.6,676.15
Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,No,2,55.13623188,12,0,0,0.328165125,1.614495431,0.011721134,23.441288,14.808243,"(25.05, 58.83]",643.8,3804.4
Male,No,No,No,57,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.75,1118.8,No,0,19.62807018,24,0,1,-3.496057475,2.687095498,0.350221733,-32.344578,55.356384,"(18.249, 25.05]",498,1118.8
Male,No,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.4,5236.4,No,5,104.728,12,1,0,3.891667536,0.528315855,0.179321468,21.44219,-5.0267673,"(94.25, 118.75]",1240.8,5236.4
Male,No,Yes,Yes,28,No,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,50.8,1386.8,No,4,49.52857143,12,0,0,0.039119642,2.222574435,-0.004090755,-1.3630555,18.921965,"(25.05, 58.83]",609.6,1386.8
Female,No,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,762.25,Yes,1,47.640625,1,0,2,-1.688927249,-1.523339672,0.118113235,-10.930027,-56.041927,"(25.05, 58.83]",50.15,762.25
Male,No,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79,1902,No,5,76.08,1,1,0,1.339586684,-0.309348361,-0.04533914,-20.436949,-6.825952,"(58.83, 79.1]",79,1902
Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,No,1,79.68333333,1,1,2,-0.490383476,-2.233927301,0.200924561,29.967724,-46.594856,"(58.83, 79.1]",74.6,239.05
Male,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,No,2,93.01147541,12,1,0,2.309559058,-0.475276217,0.030833416,23.11605,-9.29953,"(94.25, 118.75]",1158,5673.7
Female,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.1,39.8,No,0,19.9,1,0,1,-4.466953491,-0.050790713,0.308153688,-70.75127,-4.095364,"(18.249, 25.05]",20.1,39.8
Male,No,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.4,997.75,No,0,19.56372549,12,0,1,-3.579228601,2.227063631,0.336932553,-53.70335,25.511984,"(18.249, 25.05]",232.8,997.75
Female,No,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),77.55,5574.35,No,4,78.51197183,24,1,0,2.528977098,3.540901447,0.198360791,36.177864,50.61614,"(58.83, 79.1]",1861.2,5574.35
Female,No,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,406.05,No,0,20.3025,1,0,1,-4.083423228,1.072698897,0.322371672,-55.851974,0.17186157,"(18.249, 25.05]",20.05,406.05
Male,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.85,138.85,No,0,23.14166667,1,0,1,-3.699621129,1.044504137,0.255059227,-39.61268,-4.2048345,"(18.249, 25.05]",19.85,138.85
Female,No,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,123.65,No,0,20.60833333,1,0,1,-4.412332559,0.002106264,0.310593577,-68.854126,-5.073831,"(18.249, 25.05]",20.2,123.65
Female,No,No,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,67.45,1801.1,No,3,62.10689655,1,0,2,-0.20564626,0.256298804,0.059911766,-9.314834,1.3857863,"(58.83, 79.1]",67.45,1801.1
Male,No,No,No,36,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),18.55,689,No,0,19.13888889,24,0,1,-3.000963066,2.204797406,0.27393624,-9.14223,64.36438,"(18.249, 25.05]",445.2,689
Female,No,No,No,28,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.75,790.7,No,1,28.23928571,1,0,1,-2.497108443,-0.244226703,0.055769284,-13.752307,22.380322,"(25.05, 58.83]",29.75,790.7
Female,No,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5,582.5,Yes,1,83.21428571,1,1,2,0.143143977,-2.731952261,0.275024657,5.365095,-51.53441,"(79.1, 94.25]",86.5,582.5
Female,No,No,No,63,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.2,1618.2,No,0,25.68571429,24,0,1,-2.879973932,2.678010841,0.310562941,-39.144993,44.92708,"(18.249, 25.05]",580.8,1618.2
Male,No,Yes,Yes,48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23.55,1173.35,No,0,24.44479167,24,0,1,-2.926515927,3.337997434,0.336684502,-34.739952,65.92626,"(18.249, 25.05]",565.2,1173.35
Female,No,Yes,No,49,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.45,900.9,No,0,18.38571429,12,0,1,-3.202150972,1.509287024,0.295135902,-50.40904,12.854904,"(18.249, 25.05]",245.4,900.9
Male,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.45,2122.05,Yes,1,78.59444444,1,1,2,0.335372182,-2.912970521,0.268269047,52.228573,-27.23429,"(79.1, 94.25]",81.45,2122.05
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.3,6719.9,No,6,93.33194444,24,1,0,4.642185392,3.498284687,0.292698961,27.294884,53.788383,"(79.1, 94.25]",2215.2,6719.9
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.15,69.15,Yes,0,69.15,1,0,2,-1.433388858,-2.561770674,0.206767904,-30.707512,-29.341463,"(58.83, 79.1]",69.15,69.15
Female,No,Yes,Yes,72,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.65,3784,No,4,52.55555556,24,0,0,1.637448802,3.91184482,0.121460781,18.53945,38.47057,"(25.05, 58.83]",1287.6,3784
Female,No,No,No,47,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.65,1798.65,No,3,38.26914894,12,0,0,-0.391842562,1.937259118,-0.042591641,-4.3001494,23.918072,"(25.05, 58.83]",475.8,1798.65
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65,No,1,54.65,1,0,2,-1.629588984,-2.244888658,0.161495945,1.0684017,-68.18119,"(25.05, 58.83]",54.65,54.65
Female,No,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.8,3886.45,No,4,107.9569444,12,1,0,3.247713749,-1.094540083,0.066138281,27.670858,-3.4824853,"(94.25, 118.75]",1257.6,3886.45
Male,No,Yes,Yes,43,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,No,1,28.46627907,1,0,1,-1.910671146,1.381272805,0.084803312,-5.165655,29.043135,"(25.05, 58.83]",29.3,1224.05
Female,Yes,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.85,2310.2,No,5,85.56296296,1,1,0,2.725278637,-1.076378117,-0.007182071,35.449574,-39.367035,"(79.1, 94.25]",83.85,2310.2
Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,723.4,Yes,1,80.37777778,1,1,2,-0.492881702,-2.973881375,0.277959448,5.6717253,-66.348976,"(79.1, 94.25]",79.55,723.4
Female,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.65,3988.5,No,4,104.9605263,1,1,0,3.126692869,-2.157227538,-0.05195712,14.166108,-54.16524,"(94.25, 118.75]",103.65,3988.5
Female,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3554.6,No,3,101.56,1,1,2,2.417084578,-2.811175886,0.140311943,39.41288,-41.300587,"(94.25, 118.75]",99.05,3554.6
Female,No,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,73.35,1397.475,No,4,0,24,1,0,0.243971076,2.796490715,-0.017098327,36.51265,24.030014,"(58.83, 79.1]",1760.4,1397.475
Female,No,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.05,6034.85,No,4,102.2855932,24,1,0,3.147339413,1.513002696,0.154777308,43.319904,20.664597,"(94.25, 118.75]",2401.2,6034.85
Male,No,No,No,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.35,531.6,No,0,19.68888889,24,0,1,-3.313866605,2.438860563,0.306662138,-9.873857,64.58353,"(18.249, 25.05]",488.4,531.6
Female,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.95,85.1,No,0,42.55,1,0,2,-2.634576593,-2.105856851,0.06121659,34.150036,-54.629032,"(25.05, 58.83]",43.95,85.1
Male,No,No,No,7,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,23.5,173,No,0,24.71428571,1,0,1,-3.948797496,-0.074782431,0.262732916,-60.610554,-25.912163,"(18.249, 25.05]",23.5,173
Female,No,No,No,36,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.7,2511.95,No,3,69.77638889,12,1,0,0.660424466,0.245587835,-0.031864894,8.792975,7.7863317,"(58.83, 79.1]",848.4,2511.95
Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.3,3893.6,No,3,94.96585366,1,1,0,2.179736926,-0.515443065,-0.022220745,2.35063,-33.175896,"(94.25, 118.75]",94.3,3893.6
Female,No,No,No,13,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,29.15,357.15,No,1,27.47307692,1,0,2,-2.484503481,-0.966881583,0.011592383,-10.957747,41.703712,"(25.05, 58.83]",29.15,357.15
Male,No,No,Yes,19,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.85,467.5,No,0,24.60526316,24,0,1,-3.341698272,2.76667073,0.308335702,-8.648993,68.584724,"(18.249, 25.05]",500.4,467.5
Female,No,Yes,No,60,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,No,3,38.145,24,0,0,-0.01046914,3.410050491,-0.020279533,11.630071,38.72445,"(25.05, 58.83]",904.8,2288.7
Female,No,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,Yes,4,96.41354167,24,1,0,2.507859566,1.635200406,0.122005811,43.135006,20.70309,"(94.25, 118.75]",2292,4627.85
Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.05,289.1,Yes,2,96.36666667,1,1,2,0.697108978,-3.14039972,0.242077335,54.744007,-23.54658,"(79.1, 94.25]",91.05,289.1
Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.45,6460.55,No,3,93.63115942,24,1,0,2.761062068,1.747819957,0.14199209,40.354687,28.41262,"(79.1, 94.25]",2218.8,6460.55
Male,No,No,No,43,No,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,44.15,1931.3,No,3,44.91395349,12,0,2,-0.113341139,0.4325051,0.043675434,3.317238,24.302582,"(25.05, 58.83]",529.8,1931.3
Female,No,No,Yes,11,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36.05,402.6,No,2,36.6,12,0,1,-1.88052015,1.144087381,0.075622582,-5.0892177,18.247837,"(25.05, 58.83]",432.6,402.6
Female,No,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),50.25,2221.55,No,1,49.36777778,1,0,2,-0.885511806,0.198413914,0.025537693,13.046899,-32.54073,"(25.05, 58.83]",50.25,2221.55
Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,No,5,107.7625,24,1,0,5.237455882,2.046508777,0.267469158,28.38613,56.587673,"(94.25, 118.75]",2634,7758.9
Female,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.2,172.85,Yes,1,86.425,1,1,2,-0.085704659,-2.610596986,0.220008396,33.5469,-47.155216,"(79.1, 94.25]",79.2,172.85
Female,No,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.3,224.5,No,0,18.70833333,24,0,1,-3.444403639,2.698227047,0.332286461,-31.264462,33.306194,"(18.249, 25.05]",487.2,224.5
Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),112.35,7388.45,No,5,110.2753731,12,1,0,5.025428085,1.136836014,0.237143815,34.013153,7.1074624,"(94.25, 118.75]",1348.2,7388.45
Male,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.3,3460.95,No,3,93.53918919,24,1,0,1.89240587,1.51894691,0.081517265,40.490578,28.452711,"(94.25, 118.75]",2263.2,3460.95
Female,No,No,No,39,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),41.15,1700.9,No,3,43.61282051,12,0,2,-0.533816909,1.39616888,-0.01602801,-4.1433964,22.62674,"(25.05, 58.83]",493.8,1700.9
Female,No,No,No,41,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.65,3090.65,No,4,75.38170732,1,1,0,1.69094801,-0.200280919,-0.02580988,-3.0318937,-45.39937,"(58.83, 79.1]",74.65,3090.65
Female,No,No,No,25,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.25,1293.8,No,3,51.752,1,0,2,-0.053845673,-1.407290686,0.160614802,-7.9734926,38.44072,"(25.05, 58.83]",48.25,1293.8
Male,No,Yes,Yes,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.15,645.8,No,4,80.725,24,1,0,1.762262841,2.333551479,0.089601115,28.107025,46.485657,"(58.83, 79.1]",1827.6,645.8
Female,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,71.1,5224.95,No,4,73.59084507,24,1,0,2.016565973,3.963584104,0.170212878,36.952023,25.172396,"(58.83, 79.1]",1706.4,5224.95
Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.55,500.1,No,3,100.02,1,1,2,1.292110984,-2.5588261,0.196829398,-23.285446,-40.131382,"(94.25, 118.75]",96.55,500.1
Female,No,No,No,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79.3,2427.1,No,4,80.90333333,12,1,0,2.053558299,0.215268718,0.04909144,28.106297,6.5956464,"(79.1, 94.25]",951.6,2427.1
Male,No,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),89.6,3488.15,No,3,87.20375,12,1,0,1.778921727,-0.186648767,0.001885665,27.319004,11.820164,"(79.1, 94.25]",1075.2,3488.15
Female,No,No,No,54,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.5,1035.7,No,0,19.17962963,24,0,1,-3.288146209,2.262475074,0.314187817,-39.2208,46.58926,"(18.249, 25.05]",492,1035.7
Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.3,7565.35,No,4,105.0743056,24,1,0,4.404106304,1.293401742,0.21969219,53.194527,34.358288,"(94.25, 118.75]",2551.2,7565.35
Male,No,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799,No,4,99.96428571,12,1,0,2.434413529,0.10753242,0.068005864,18.885164,-3.9501004,"(94.25, 118.75]",1204.2,2799
Male,No,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.6,1601.5,No,2,88.97222222,1,1,2,0.634740367,-1.622075304,0.200527899,-21.85159,-28.723402,"(79.1, 94.25]",85.6,1601.5
